74.16129592;modelname;79.9362068;positionY;positionZ;rotationX;rotationY;rotationZ;location;texturename;iscollider;meshname
-114.306803;0;61.67666214;0;;;;;;;;
-9.402869706;0;16.08820225;0;;;;;;;;
-51.30192961;0;-13.46460364;0;;;;;;;;
-67.89518482;0;5.622489369;0;;;;;;;;
-32.05933544;0;-121.4247003;0;;;;;;;;
52.29407259;0;-12.23360372;0;;;;;;;;
20.65134642;0;-104.7227733;0;;;;;;;;
98.54350392;0;89.00915664;0;;;;;;;;
-104.1694557;0;2.128156013;0;;;;;;;;
-36.58937123;0;-63.50918844;0;;;;;;;;
-83.51528373;0;96.52309252;0;;;;;;;;
58.99566031;0;-61.33583026;0;;;;;;;;
115.2820203;0;46.30256147;0;;;;;;;;
10.20969427;0;22.06933098;0;;;;;;;;
-55.13856665;0;117.621106;0;;;;;;;;
-33.11644775;0;24.91993233;0;;;;;;;;
86.64778531;0;-123.1973822;0;;;;;;;;
86.89836354;0;-94.15227327;0;;;;;;;;
-52.95874619;0;112.8540161;0;;;;;;;;
67.77700684;0;108.5703432;0;;;;;;;;
-58.60254392;0;85.18956558;0;;;;;;;;
-123.7923093;0;-115.0085663;0;;;;;;;;
122.0316067;0;124.4556642;0;;;;;;;;
45.89753449;0;50.86881525;0;;;;;;;;
64.41941148;0;45.59299468;0;;;;;;;;
0.467601397;0;27.19530449;0;;;;;;;;
-44.60159189;0;-76.38767166;0;;;;;;;;
-12.56845992;0;-21.76246416;0;;;;;;;;
100.4706288;0;93.19382731;0;;;;;;;;
19.92453186;0;-55.62663625;0;;;;;;;;
24.60090399;0;-68.54899225;0;;;;;;;;
-42.71000078;0;-111.8027445;0;;;;;;;;
120.0957748;0;-59.57405868;0;;;;;;;;
60.32891987;0;51.29884486;0;;;;;;;;
38.60088165;0;23.06448444;0;;;;;;;;
-20.2274563;0;86.36873754;0;;;;;;;;
28.24316342;0;-53.14922161;0;;;;;;;;
57.47928993;0;31.65192544;0;;;;;;;;
30.00141403;0;116.5006869;0;;;;;;;;
124.3250281;0;-118.0026622;0;;;;;;;;
50.68772361;0;-72.41223253;0;;;;;;;;
-75.40289816;0;-108.9164971;0;;;;;;;;
20.55679157;0;71.34310677;0;;;;;;;;
82.2998825;0;-32.44080982;0;;;;;;;;
34.23123469;0;35.31297353;0;;;;;;;;
47.09566361;0;60.55448218;0;;;;;;;;
-91.57142342;0;-81.11210195;0;;;;;;;;
91.58199088;0;-105.1473532;0;;;;;;;;
-40.38039221;0;-75.99526286;0;;;;;;;;
118.9019667;0;-55.17602216;0;;;;;;;;
114.6808173;0;-38.22950449;0;;;;;;;;
-76.72051402;0;61.36349342;0;;;;;;;;
-47.37839165;0;-68.27646063;0;;;;;;;;
107.4974799;0;-77.67247371;0;;;;;;;;
-43.45002356;0;-122.1414061;0;;;;;;;;
-38.17161073;0;-68.38707351;0;;;;;;;;
-32.63110863;0;33.07556968;0;;;;;;;;
-13.1607053;0;-23.64782231;0;;;;;;;;
-62.49338502;0;-81.50677671;0;;;;;;;;
38.78800316;0;41.65114194;0;;;;;;;;
-122.2616217;0;-5.67625375;0;;;;;;;;
38.36802691;0;89.45724543;0;;;;;;;;
61.19817811;0;91.79027658;0;;;;;;;;
-107.9702322;0;-88.68278177;0;;;;;;;;
-100.2051946;0;-44.44806645;0;;;;;;;;
88.96089159;0;-70.71966212;0;;;;;;;;
-23.8727759;0;-3.382925599;0;;;;;;;;
-62.84433948;0;-69.30407175;0;;;;;;;;
107.7456158;0;118.520305;0;;;;;;;;
-27.53316493;0;21.10526023;0;;;;;;;;
22.6760502;0;-95.13886256;0;;;;;;;;
88.61788206;0;-10.83398849;0;;;;;;;;
-116.7805829;0;80.33743464;0;;;;;;;;
-88.68058474;0;-86.97851744;0;;;;;;;;
16.86653252;0;-48.65084969;0;;;;;;;;
-100.9136179;0;110.9010368;0;;;;;;;;
-110.5732178;0;31.14184631;0;;;;;;;;
8.776736682;0;71.25508853;0;;;;;;;;
-97.97243738;0;-69.06791272;0;;;;;;;;
108.6339574;0;-36.41422744;0;;;;;;;;
-49.38687298;0;-79.55973422;0;;;;;;;;
38.65670966;0;-32.92616445;0;;;;;;;;
34.35851731;0;24.75556059;0;;;;;;;;
-13.90776302;0;-43.37248973;0;;;;;;;;
94.51710803;0;0.113107972;0;;;;;;;;
66.07413476;0;-105.1049794;0;;;;;;;;
11.75953899;0;-114.5690203;0;;;;;;;;
-3.580415581;0;35.97446487;0;;;;;;;;
-81.0308883;0;-22.61073975;0;;;;;;;;
-114.5103646;0;-85.7150157;0;;;;;;;;
-63.92828914;0;39.50441116;0;;;;;;;;
-84.93964262;0;-45.85166784;0;;;;;;;;
-58.78427282;0;-14.48935159;0;;;;;;;;
82.32487498;0;-74.5202803;0;;;;;;;;
-72.15861603;0;-39.25077597;0;;;;;;;;
66.12162647;0;-93.51334603;0;;;;;;;;
38.76609474;0;34.23382238;0;;;;;;;;
45.20629265;0;10.50405261;0;;;;;;;;
79.5830171;0;35.66839047;0;;;;;;;;
104.6410931;0;-24.28456137;0;;;;;;;;
-96.07801332;0;89.51382598;0;;;;;;;;
100.8897093;0;49.42927152;0;;;;;;;;
-28.71743232;0;-101.6815888;0;;;;;;;;
37.0378857;0;-122.8275986;0;;;;;;;;
-1.144353002;0;-46.83363128;0;;;;;;;;
65.66942448;0;-87.63712194;0;;;;;;;;
31.1132744;0;58.6280831;0;;;;;;;;
-117.7730928;0;85.57421349;0;;;;;;;;
109.0879709;0;-3.833324037;0;;;;;;;;
-57.80804741;0;4.991458141;0;;;;;;;;
26.45428287;0;-26.45228358;0;;;;;;;;
2.547744494;0;53.40950077;0;;;;;;;;
63.82707863;0;15.49674687;0;;;;;;;;
-102.0302425;0;-47.94410287;0;;;;;;;;
20.70128771;0;-85.16951104;0;;;;;;;;
38.15285957;0;-13.03270325;0;;;;;;;;
72.94397403;0;37.10827097;0;;;;;;;;
2.089895693;0;-124.0598464;0;;;;;;;;
-18.31289055;0;-79.0029142;0;;;;;;;;
-85.7567851;0;71.9097406;0;;;;;;;;
-111.6117563;0;-119.0624601;0;;;;;;;;
-31.64747585;0;35.09783324;0;;;;;;;;
56.98705731;0;-96.14021381;0;;;;;;;;
-35.09268406;0;70.25063658;0;;;;;;;;
44.83224964;0;23.15600729;0;;;;;;;;
39.51879688;0;-26.02772482;0;;;;;;;;
-30.3665525;0;6.755075653;0;;;;;;;;
82.21674666;0;-22.9229868;0;;;;;;;;
-65.80695862;0;76.65241087;0;;;;;;;;
-70.42712492;0;114.2644801;0;;;;;;;;
98.85342243;0;-65.089504;0;;;;;;;;
-55.59001771;0;99.71566809;0;;;;;;;;
-46.62765206;0;-46.38833234;0;;;;;;;;
28.86687492;0;-78.29942836;0;;;;;;;;
25.97517768;0;61.92366496;0;;;;;;;;
-63.96492392;0;-62.85544341;0;;;;;;;;
-93.1446793;0;49.64971251;0;;;;;;;;
-72.68613179;0;76.9440048;0;;;;;;;;
-27.14471855;0;65.1835095;0;;;;;;;;
75.9154781;0;-90.20620437;0;;;;;;;;
-99.65490954;0;-113.8745601;0;;;;;;;;
-88.72960472;0;91.28354137;0;;;;;;;;
124.6783041;0;9.699766442;0;;;;;;;;
-54.32389604;0;80.18999243;0;;;;;;;;
-71.60119248;0;-35.31866559;0;;;;;;;;
-111.9111673;0;-3.333839535;0;;;;;;;;
6.441857832;0;21.73121958;0;;;;;;;;
15.88501637;0;79.14845313;0;;;;;;;;
-100.5204614;0;-82.12824321;0;;;;;;;;
-123.7044071;0;119.3592555;0;;;;;;;;
-21.79663793;0;-62.61870196;0;;;;;;;;
89.47134429;0;34.80436631;0;;;;;;;;
57.4592993;0;-123.7727819;0;;;;;;;;
-111.7671711;0;92.80226264;0;;;;;;;;
-41.09566723;0;-53.07084662;0;;;;;;;;
37.84630322;0;-35.03851384;0;;;;;;;;
89.18523543;0;57.29288769;0;;;;;;;;
35.54072746;0;-105.8876294;0;;;;;;;;
-61.60432484;0;11.49670304;0;;;;;;;;
51.9308231;0;38.45968304;0;;;;;;;;
-46.2191279;0;103.6756258;0;;;;;;;;
41.91142347;0;-48.8488529;0;;;;;;;;
-62.63999961;0;103.2232622;0;;;;;;;;
19.31387456;0;-61.37668475;0;;;;;;;;
-37.34442282;0;105.5419425;0;;;;;;;;
-40.9910312;0;-10.27075976;0;;;;;;;;
116.8711288;0;-68.93364931;0;;;;;;;;
0.930196826;0;86.69810676;0;;;;;;;;
122.6258816;0;110.497061;0;;;;;;;;
-67.05524248;0;107.4746853;0;;;;;;;;
-77.51833238;0;-78.36538234;0;;;;;;;;
105.0373321;0;86.76643157;0;;;;;;;;
80.63063362;0;-104.5715926;0;;;;;;;;
1.892786703;0;29.49676106;0;;;;;;;;
117.4853724;0;-104.442121;0;;;;;;;;
102.4674898;0;1.106251714;0;;;;;;;;
-107.3502143;0;34.83420493;0;;;;;;;;
-35.10937538;0;-71.61318441;0;;;;;;;;
16.42639325;0;31.61514942;0;;;;;;;;
-102.9426875;0;-21.88779022;0;;;;;;;;
-75.8749644;0;-75.7177562;0;;;;;;;;
-104.2134069;0;61.13326919;0;;;;;;;;
-97.3911242;0;-41.14740198;0;;;;;;;;
-35.52303063;0;11.54923408;0;;;;;;;;
104.5155193;0;-39.57825609;0;;;;;;;;
-82.67084634;0;-82.866586;0;;;;;;;;
-3.682466193;0;66.09386176;0;;;;;;;;
68.25711079;0;-67.36152106;0;;;;;;;;
-78.60813131;0;25.4440993;0;;;;;;;;
26.66711181;0;66.35990859;0;;;;;;;;
-65.91212739;0;-81.45270094;0;;;;;;;;
33.69724049;0;-58.7841801;0;;;;;;;;
34.38513695;0;25.10423897;0;;;;;;;;
-75.91747234;0;89.48475326;0;;;;;;;;
73.67967687;0;97.5574942;0;;;;;;;;
-95.66449494;0;65.04456993;0;;;;;;;;
-103.3224921;0;-49.64378631;0;;;;;;;;
83.5916907;0;69.36727072;0;;;;;;;;
-86.20489566;0;-26.47976385;0;;;;;;;;
-109.5389411;0;117.8641578;0;;;;;;;;
0.8218676;0;-95.72834991;0;;;;;;;;
-52.23531346;0;121.9921259;0;;;;;;;;
11.70736456;0;51.42265974;0;;;;;;;;
28.28401637;0;-82.45626403;0;;;;;;;;
102.9006976;0;16.5292234;0;;;;;;;;
-101.0963876;0;10.76852507;0;;;;;;;;
93.99068608;0;73.23971912;0;;;;;;;;
-96.37116341;0;113.1349791;0;;;;;;;;
5.854776482;0;14.12787259;0;;;;;;;;
14.34480479;0;77.28909406;0;;;;;;;;
56.13952785;0;62.43843328;0;;;;;;;;
-75.3582823;0;-98.9466599;0;;;;;;;;
-28.28729641;0;35.46163669;0;;;;;;;;
-51.32961754;0;34.25862743;0;;;;;;;;
4.201096539;0;2.843664421;0;;;;;;;;
-38.66837261;0;-93.90825243;0;;;;;;;;
-26.51279289;0;-55.7789047;0;;;;;;;;
-87.39440518;0;71.2977776;0;;;;;;;;
110.169319;0;16.02982152;0;;;;;;;;
33.32836516;0;22.20550773;0;;;;;;;;
-36.65744617;0;-42.13841419;0;;;;;;;;
-61.30007355;0;-114.7238925;0;;;;;;;;
10.17699762;0;-29.4521674;0;;;;;;;;
-23.74586091;0;48.32522786;0;;;;;;;;
98.25182243;0;-11.6312293;0;;;;;;;;
102.4339405;0;-119.6385537;0;;;;;;;;
-113.2220511;0;-59.54307114;0;;;;;;;;
-26.32249152;0;105.0144768;0;;;;;;;;
111.1469455;0;17.21408022;0;;;;;;;;
-54.84674161;0;20.06320694;0;;;;;;;;
16.72448106;0;-93.2437279;0;;;;;;;;
-77.09317977;0;107.6326662;0;;;;;;;;
-83.06523597;0;25.66973886;0;;;;;;;;
68.91961486;0;-84.9404828;0;;;;;;;;
66.29675671;0;-80.03618884;0;;;;;;;;
-94.83583415;0;54.12975956;0;;;;;;;;
-6.730086889;0;-88.71365041;0;;;;;;;;
-89.3289407;0;-51.67182581;0;;;;;;;;
-21.50493043;0;49.43426474;0;;;;;;;;
100.0808328;0;-52.95775927;0;;;;;;;;
26.21557155;0;37.03350542;0;;;;;;;;
81.22590855;0;-89.70974825;0;;;;;;;;
-10.37637705;0;52.08090827;0;;;;;;;;
-85.91858675;0;34.25948868;0;;;;;;;;
-94.65645508;0;32.38208958;0;;;;;;;;
67.36463237;0;92.8621687;0;;;;;;;;
112.0296024;0;-96.18303658;0;;;;;;;;
61.76353718;0;99.83120378;0;;;;;;;;
37.73075362;0;-51.03376405;0;;;;;;;;
73.67283618;0;-87.0302902;0;;;;;;;;
-78.92761894;0;44.6929044;0;;;;;;;;
-120.8847059;0;-64.30478084;0;;;;;;;;
109.3510914;0;-3.700684106;0;;;;;;;;
-95.70699355;0;34.14931331;0;;;;;;;;
-85.42912732;0;25.33599343;0;;;;;;;;
-88.90844852;0;-96.96157696;0;;;;;;;;
106.9609006;0;-79.40607863;0;;;;;;;;
117.2676646;0;81.10970487;0;;;;;;;;
85.12723303;0;81.29166601;0;;;;;;;;
-55.91721374;0;24.77206994;0;;;;;;;;
-71.83117563;0;89.92303469;0;;;;;;;;
-65.28091519;0;54.29187692;0;;;;;;;;
84.39015913;0;26.98983887;0;;;;;;;;
-44.44191213;0;-78.53576884;0;;;;;;;;
106.4830129;0;-95.70957123;0;;;;;;;;
-31.99656655;0;81.63775038;0;;;;;;;;
-28.5687385;0;-27.87592523;0;;;;;;;;
80.41914094;0;54.5974741;0;;;;;;;;
63.77943536;0;90.23954974;0;;;;;;;;
40.99534193;0;-63.2533207;0;;;;;;;;
78.28165252;0;111.8975243;0;;;;;;;;
-123.3215702;0;120.4304214;0;;;;;;;;
24.19151123;0;-37.6104197;0;;;;;;;;
-24.48152483;0;-74.22111705;0;;;;;;;;
64.05632974;0;-50.56213118;0;;;;;;;;
60.13593313;0;-99.44067234;0;;;;;;;;
32.80489379;0;-83.26553081;0;;;;;;;;
95.27429094;0;-31.54281665;0;;;;;;;;
-111.5360727;0;54.91503245;0;;;;;;;;
-37.50227716;0;-13.33068548;0;;;;;;;;
-96.98189117;0;109.4345818;0;;;;;;;;
-84.26976854;0;-105.011927;0;;;;;;;;
124.0050869;0;-117.8897951;0;;;;;;;;
41.8015974;0;3.719220255;0;;;;;;;;
8.326628531;0;-64.07242252;0;;;;;;;;
-120.9681131;0;92.8798486;0;;;;;;;;
101.846995;0;-57.74170469;0;;;;;;;;
-1.675907609;0;-43.83903172;0;;;;;;;;
88.62153503;0;-56.30063268;0;;;;;;;;
102.22091;0;-47.42304144;0;;;;;;;;
76.65456752;0;-5.97306011;0;;;;;;;;
13.91296692;0;51.34958395;0;;;;;;;;
-105.2173517;0;40.37803065;0;;;;;;;;
101.5281971;0;102.7920868;0;;;;;;;;
2.05405948;0;117.9234927;0;;;;;;;;
-119.157095;0;104.7350137;0;;;;;;;;
-83.05858235;0;-123.435535;0;;;;;;;;
63.62521526;0;18.5210416;0;;;;;;;;
7.347710706;0;66.86921692;0;;;;;;;;
121.5184951;0;-52.18579664;0;;;;;;;;
116.2139336;0;-29.51733773;0;;;;;;;;
-78.77227805;0;0.392254188;0;;;;;;;;
120.8656428;0;-118.9058429;0;;;;;;;;
52.72464838;0;-77.67273449;0;;;;;;;;
-4.968008904;0;7.745676799;0;;;;;;;;
85.00256891;0;-88.85318581;0;;;;;;;;
-26.08336606;0;-45.42925529;0;;;;;;;;
112.6184819;0;-25.11345397;0;;;;;;;;
60.02018296;0;31.68195151;0;;;;;;;;
67.29627638;0;73.8059847;0;;;;;;;;
-93.2051246;0;-3.13181359;0;;;;;;;;
-26.89348341;0;16.98509938;0;;;;;;;;
-100.9621716;0;46.18743159;0;;;;;;;;
-100.2904851;0;2.397112847;0;;;;;;;;
70.44810292;0;-19.13669883;0;;;;;;;;
-92.64612855;0;-10.90758889;0;;;;;;;;
58.09332845;0;74.2872511;0;;;;;;;;
5.051978598;0;-95.89358142;0;;;;;;;;
-99.90976329;0;49.20437981;0;;;;;;;;
63.93709614;0;-59.11277061;0;;;;;;;;
19.70976363;0;-51.63110608;0;;;;;;;;
17.09678855;0;35.71436576;0;;;;;;;;
-54.67287031;0;-76.38592601;0;;;;;;;;
76.44203109;0;124.8556328;0;;;;;;;;
-2.237594197;0;-121.5357957;0;;;;;;;;
-75.34045635;0;30.87764835;0;;;;;;;;
-92.80055793;0;69.97013034;0;;;;;;;;
-70.2627449;0;-72.86273532;0;;;;;;;;
-92.94754364;0;49.29578401;0;;;;;;;;
100.1374991;0;35.33015357;0;;;;;;;;
117.9792574;0;113.3001498;0;;;;;;;;
44.29068275;0;-43.90963275;0;;;;;;;;
-44.09373757;0;121.5170721;0;;;;;;;;
39.57080931;0;-34.84639009;0;;;;;;;;
-94.76180212;0;-60.25221111;0;;;;;;;;
108.5800181;0;87.21325922;0;;;;;;;;
-87.30390713;0;8.086109665;0;;;;;;;;
17.53462302;0;-108.3767485;0;;;;;;;;
106.9887235;0;-100.2002367;0;;;;;;;;
-1.966609974;0;-119.7187544;0;;;;;;;;
80.74971917;0;-49.25490657;0;;;;;;;;
54.94541247;0;44.19103079;0;;;;;;;;
101.4470299;0;60.44851125;0;;;;;;;;
-15.17776828;0;96.0389983;0;;;;;;;;
41.90988459;0;68.78275991;0;;;;;;;;
-61.16006574;0;-43.62364027;0;;;;;;;;
-112.6883148;0;-1.637090513;0;;;;;;;;
-5.449756377;0;-97.05279321;0;;;;;;;;
-85.71883579;0;-11.46894009;0;;;;;;;;
-89.4926799;0;111.956627;0;;;;;;;;
-100.6848939;0;41.89100985;0;;;;;;;;
-19.24109729;0;96.09498892;0;;;;;;;;
-82.30867887;0;-105.1580917;0;;;;;;;;
24.01400315;0;-82.95295717;0;;;;;;;;
37.73698163;0;21.28234344;0;;;;;;;;
-33.31902352;0;115.5720463;0;;;;;;;;
-69.31742856;0;-81.4999373;0;;;;;;;;
76.28344164;0;88.12928349;0;;;;;;;;
17.59627762;0;82.33147469;0;;;;;;;;
4.186574718;0;52.30866952;0;;;;;;;;
-59.24346046;0;-8.484982884;0;;;;;;;;
74.41617828;0;119.5071843;0;;;;;;;;
-4.379600464;0;19.04686162;0;;;;;;;;
-84.26106948;0;116.1379395;0;;;;;;;;
-6.74965572;0;4.538957363;0;;;;;;;;
121.5256418;0;-48.74751934;0;;;;;;;;
-51.06261195;0;12.74748153;0;;;;;;;;
-10.60898113;0;105.5737926;0;;;;;;;;
-38.49017616;0;-87.00292284;0;;;;;;;;
121.7255959;0;-6.312959081;0;;;;;;;;
-92.15757692;0;119.2581693;0;;;;;;;;
-50.17763499;0;47.42808395;0;;;;;;;;
-106.0046453;0;-112.9161073;0;;;;;;;;
-70.4049509;0;32.02685023;0;;;;;;;;
35.23505695;0;-13.8798767;0;;;;;;;;
30.67760036;0;120.7947435;0;;;;;;;;
10.83058292;0;-47.43300848;0;;;;;;;;
-120.5801248;0;108.6509248;0;;;;;;;;
21.91380717;0;-41.06663085;0;;;;;;;;
-45.63261935;0;-123.7505373;0;;;;;;;;
-78.84162409;0;-17.76094196;0;;;;;;;;
90.3091406;0;-101.7274146;0;;;;;;;;
-89.71621165;0;11.09400367;0;;;;;;;;
81.86008129;0;-28.59716686;0;;;;;;;;
-52.06289435;0;-63.16773662;0;;;;;;;;
-92.02280945;0;73.97691006;0;;;;;;;;
-113.9227693;0;56.67367276;0;;;;;;;;
-106.9799591;0;-16.56721622;0;;;;;;;;
-106.623969;0;-113.5228817;0;;;;;;;;
-90.98900383;0;-2.977503936;0;;;;;;;;
-57.80332911;0;-66.50417316;0;;;;;;;;
5.072278251;0;-72.31323031;0;;;;;;;;
57.74801461;0;-51.04016872;0;;;;;;;;
13.63726934;0;-23.24037;0;;;;;;;;
91.20056146;0;117.2317107;0;;;;;;;;
-19.54587564;0;49.49095743;0;;;;;;;;
-4.875177596;0;-108.5708224;0;;;;;;;;
-106.7235997;0;-90.98942132;0;;;;;;;;
103.6929434;0;-6.095359971;0;;;;;;;;
29.09389569;0;-26.8142785;0;;;;;;;;
-60.27368891;0;-37.7498278;0;;;;;;;;
-63.6520175;0;-109.8856061;0;;;;;;;;
-23.89534434;0;-11.40848018;0;;;;;;;;
75.79632756;0;-15.59344027;0;;;;;;;;
-103.7590357;0;-45.14082469;0;;;;;;;;
-69.9704643;0;-51.70811163;0;;;;;;;;
-8.621803662;0;91.39898208;0;;;;;;;;
-82.22014869;0;-53.40876528;0;;;;;;;;
-43.81194812;0;55.90384646;0;;;;;;;;
22.73254516;0;-88.03111268;0;;;;;;;;
-113.7244535;0;94.65983753;0;;;;;;;;
-27.33002662;0;-71.68742623;0;;;;;;;;
102.5813516;0;-89.55222556;0;;;;;;;;
-6.599486023;0;14.96528774;0;;;;;;;;
-80.05282826;0;-60.6851721;0;;;;;;;;
-22.82530473;0;-8.984648723;0;;;;;;;;
-109.7389138;0;13.8869782;0;;;;;;;;
58.25677011;0;121.379129;0;;;;;;;;
70.25586136;0;119.3849922;1;;;;;;;;
23.13491701;0;-42.00919434;0;;;;;;;;
55.68613522;0;4.285314034;0;;;;;;;;
-85.69659213;0;74.00510923;0;;;;;;;;
-80.82001198;0;-75.23575901;0;;;;;;;;
83.08555951;0;-58.52310219;0;;;;;;;;
49.52738809;0;-74.94574073;0;;;;;;;;
94.27537774;0;-86.92070465;0;;;;;;;;
-53.99688858;0;19.58272176;0;;;;;;;;
51.04905868;0;33.53330848;0;;;;;;;;
53.41341613;0;104.3037529;0;;;;;;;;
-106.7685999;0;54.3840522;0;;;;;;;;
-79.28811839;0;-37.48416779;0;;;;;;;;
-2.12626893;0;14.80699325;0;;;;;;;;
-66.41275354;0;-51.42286235;0;;;;;;;;
-90.46258393;0;-79.48894184;0;;;;;;;;
-95.72362248;0;-1.450671161;0;;;;;;;;
-39.70794702;0;-106.9343104;0;;;;;;;;
55.1974734;0;-96.55866016;0;;;;;;;;
13.52944962;0;28.57381124;0;;;;;;;;
-122.9301396;0;-119.3019115;0;;;;;;;;
-108.2106569;0;-114.3535428;0;;;;;;;;
59.24252588;0;-65.92272245;0;;;;;;;;
-16.75114004;0;57.4163782;0;;;;;;;;
9.406822034;0;-66.96533927;0;;;;;;;;
-98.39224933;0;102.4048821;0;;;;;;;;
14.21970272;0;25.02306223;0;;;;;;;;
-86.50648375;0;-16.73560972;0;;;;;;;;
-44.7455558;0;48.99855124;0;;;;;;;;
-37.09735946;0;23.77144834;0;;;;;;;;
63.88015372;0;36.47461157;0;;;;;;;;
-67.46052305;0;15.50438077;0;;;;;;;;
-40.24031706;0;-88.43961054;0;;;;;;;;
53.73105892;0;117.6469194;0;;;;;;;;
14.58456164;0;107.6534431;0;;;;;;;;
48.34235019;0;33.61353981;0;;;;;;;;
-32.28000739;0;-1.29793883;0;;;;;;;;
107.4051344;0;74.94625752;0;;;;;;;;
19.67830787;0;70.74005082;0;;;;;;;;
-15.93208883;0;93.13531258;0;;;;;;;;
16.39231923;0;92.73884835;0;;;;;;;;
6.025835991;0;-0.886396514;0;;;;;;;;
-89.09297287;0;67.74680573;0;;;;;;;;
